"Checkbox","Prebook Description","Special Order Qty","Item No","Substituted Item","Qty","Order Multiple","Average Sales Last 4 Weeks","On Hold","Promotion Lift %","Wholesale Discount %","Retail Price","Net Wholesale Price","Wholesale Price","Order Line Type","DMIN Default","OSTAT New","NAV Order No","Days Until out of Stock","Days in Stock","Average Sales Last 13 Weeks","Allowed Dmin Change","Life Cycle Status","Line Up Status","Sales Last Week","Forecast for Order Period","4 Week Forecast","Days in Stock Order","Special Order No","Un-Scheduled Order","Web Title","Forecast + Safety Stock","Promotional Demand","Label","Pet Size","Life Stage","Product Type","Merchandise Division","Department","Category","Sub-Category","Undelivered","Constrained","Brand","DMIN New","DMAX New","Order Id","Item Id","Store No","Store","Warehouse No","Order Date","Picking Date","Est. Delivery Date","Warehouse","Extended Net Wholesale Price","Extended Retail Price","Transferred Date","Created","Constrained Recommended Qty","Item Description","UnConstrained Qty","Qty On Hand","Weight","Volume","Pallets","Open sales order quantity","Order Period","Order Exceptions","Days until safety stock on hand","Original Item No","Purchase Units","In Promotion","Additional Lead Time","Cost of Sales Last Week","End of order period","Comment","NBO","Gross Margin %","WOSUnconstrained","WOSconstrained","Wholesale Gross Margin %","Order Qty Last Week","Stock Total"
"","","","50208","","0","1","0","","0","","12.99","7.14","7.14","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Tropical Carnival Gourmet Mouse & Rat Food","2","0","BRAND","","","PELLETS & EXTRUDED","Specialty","Small Animal","Feeding","Food","0","No","BROWNS","1","999999","355142","69083525","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","BRN CRN GRMT R&M FD 2LB","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","45.0346","",""
"","","","6654852","","0","1","0","","0","","27.99","14.03","14.03","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Climbing Plant Green Leaf","0","0","BRAND","","","PLANTS","Specialty","Reptile","Habitat","Reptile Decor","0","No","KOMODO","1","999999","355142","69084822","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KM CLMBING PLANT GRN LEAF 24IN","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.875","",""
"","","","6654853","","0","1","0","","0","","27.99","14.03","14.03","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Climbing Zebrina Plant","0","0","BRAND","","","PLANTS","Specialty","Reptile","Habitat","Reptile Decor","0","No","KOMODO","1","999999","355142","69085310","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KM CLIMBING ZEBRINA PLANT 24IN","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.875","",""
"","","","IJ937","","0","1","0","","0","","11.99","5.21","5.21","Scheduled Order","2","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0","0","","false","AirDog SqueakAir Ball Dog Toy","0","0","BRAND","","","TENNIS","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69099454","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG SQUEAKAIR BALL 1XL","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","56.5471","",""
"","","","E7946","","0","1","0.25","","0","","32.99","15.55","15.55","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","OPTN","0","0.01","0.0344","0","","false","Cozie Marvin Moose Dog Toy","2","0","BRAND","","","PLUSH","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69099779","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG COZIE MOOSE 1XL","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","25","25","52.8645","",""
"","","","Z9741","","0","1","0","","0","","8.99","3.73","3.73","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Puppy Assorted Colours Dog Toy","0","0","BRAND","","","TREAT DISPENSING","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69100636","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG PUPPY CLASSIC 1XS","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","58.5095","",""
"","","","U8919","","0","1","0","","0","","15.99","7.35","7.35","Scheduled Order","2","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0","0","","false","Extreme Ball Dog Toy","0","0","BRAND","","","TOUGH & DURABLE","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69100793","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG EXTREME BALL 1SM","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","54.0338","",""
"","","","U6282","","0","1","0.25","","0","","26.99","14.71","14.71","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","OPTN","0","0.1","0.312","0","","false","Cloud Inflatable Collar","1","0","BRAND","","","FIRST AID","Dog","Consumables","Solutions","Health & Wellness","0","No","KONG","2","999999","355142","69101147","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG E-COLLAR CLOUD 1SM","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","12","12","45.4983","",""
"","","","U7082","","0","1","0","","0","","54.99","29.46","29.46","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","OPTN","0","0.02","0.0847","0","","false","Cloud Inflatable Collar","1","0","BRAND","","","FIRST AID","Dog","Consumables","Solutions","Health & Wellness","0","No","KONG","2","999999","355142","69101982","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG E-COLLAR CLOUD 1XL","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","12","12","46.4266","",""
"","","","U8097","","0","1","0","","0","","22.99","12","12","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Wobbler Dog Toy","0","0","BRAND","","","TREAT DISPENSING","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69102549","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG WOBBLER 1SM","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","47.8034","",""
"","","","U3943","","0","1","0","","0","","19.99","10.69","10.69","Scheduled Order","2","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0","0","","false","Extreme Ball Dog Toy","0","0","BRAND","","","TOUGH & DURABLE","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69103823","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG EXTREME BALL 1MDLG","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","46.5233","",""
"","","","W8855","","0","1","0","","0","","21.99","11.47","11.47","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Extreme Flyer Dog Toy","0","0","BRAND","","","FLYING DISCS","Dog","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69103990","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG EXTREME FLYER 1LG","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","47.8399","",""
"","","","U8583","","0","1","0","","0","","9.99","4.46","4.46","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Refillables Rat Cat Toy","0","0","BRAND","","","PLUSH","Cat","Hardlines","General Merchandise","Toys","0","No","KONG","2","999999","355142","69104117","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG CT REFIL RAT 1EA","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","55.3554","",""
"","","","U7081","","0","1","0","","0","","44.99","24.54","24.54","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","OPTN","0","0.01","0.0455","0","","false","Cloud Inflatable Collar","1","0","BRAND","","","FIRST AID","Dog","Consumables","Solutions","Health & Wellness","0","No","KONG","2","999999","355142","69106356","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG E-COLLAR CLOUD 1LG","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","12","12","45.4545","",""
"","","","U7080","","0","1","0","","0","","22.99","12.25","12.25","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0.14","0.5848","0","","false","Cloud Inflatable Collar","1","0","BRAND","","","FIRST AID","Dog","Consumables","Solutions","Health & Wellness","0","No","KONG","2","999999","355142","69106410","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG E-COLLAR CLOUD 1XS","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","46.716","",""
"","","","6769777","","0","1","0","","0","","28.99","17.1","17.1","Scheduled Order","1","Auto","210260299","0","0","0.15","All","LST","REG-1","0","0.2","1.0015","0","","false","Possum Rope Body Dog Toy","1","0","BRAND","","","PLUSH","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69107423","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG POSSUM ROPE TOY 1EA","0","1","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","6","6","41.0141","",""
"","","","6776286","","0","1","0","","0","57.72","29.99","7.5005","17.74","Scheduled Order","1","Auto","210260299","0","0","0","All","ROS","REG-1","0","0.01","0.0229","0","","false","Animated Sea Turtle Dog Toy","3","0","BRAND","","","PLUSH","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69108748","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG ANIMATED TURTLE 1EA","0","3","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","40.8469","",""
"","","","L8826","","0","1","0","","0","","37.99","15.4","15.4","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Repti Basking Spot Lamps 2 Pack","0","0","BRAND","","","BULBS","Specialty","Reptile","Habitat","Equipment","0","No","ZOO MED","1","999999","355142","69110956","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","ZM REPTI BSK SPT LMP 2PK 100WT","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","59.463","",""
"","","","6408579","","0","1","0","","0","","22.99","12.51","12.51","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0.02","0.1057","0","","false","Rubber Pinecone Dog Toy","1","0","BRAND","","","TREAT DISPENSING","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69112465","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG RUBBER PINECONE 1EA","0","1","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","45.585","",""
"","","","6776281","","0","1","0","","0","","29.99","18.46","18.46","Scheduled Order","1","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0","0","","false","Bully Stick Holder Dog Toy","2","0","BRAND","","","TREAT DISPENSING","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69112734","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG BULLY STK HLDR 1XL","0","2","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","38.4461","",""
"","","","6771288","","0","1","0","","0","","28.99","15.94","15.94","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0.01","0.0833","0","","false","Goat Braided Soft Tug Dog Toy","2","0","BRAND","","","ROPE, TUG & TOSS","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69113236","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG BRAIDED SOFT TUG 1EA","0","2","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","45.0155","",""
"","","","R3396","","0","1","0","","0","","27.99","14.05","14.05","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Repti Basking Spot Lamps 2 Pack","0","0","BRAND","","","BULBS","Specialty","Reptile","Habitat","Equipment","0","No","ZOO MED","1","999999","355142","69113451","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","ZM REPTI BSK SPT LMP 2PK 75WT","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.8035","",""
"","","","6473852","","0","1","0.25","","0","","31.99","18.89","18.89","Scheduled Order","1","Auto","210260299","0","0","0.15","All","LST","REG-1","0","0.24","1.1583","0","","false","Yeti Plush with Squeaker Dog Toy","2","0","BRAND","","","PLUSH","Dog","Hardlines","General Merchandise","Toys","0","No","TALL TAILS","1","999999","355142","69113692","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TLTL DG YETI SQUEAKER TOY 1EA","0","2","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","13","13","40.9503","",""
"","","","U8929","","0","1","0","","0","","8.49","3.75","3.75","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0","0","","false","Betta Dial-A-Treat","0","0","BRAND","","","FREEZE DRIED","Specialty","Aquatic","Feeding","Food","0","No","ZOO MED","2","999999","355142","69114851","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","ZM BETTA DIAL-A-TREAT 0.12OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","55.8304","",""
"","","","6766850","","0","1","0","","0","","31.99","15.75","15.75","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Corner Hut","0","0","BRAND","","","ORNAMENTS","Specialty","Reptile","Habitat","Reptile Decor","0","No","KOMODO","1","999999","355142","69115943","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KM CORNER HUT 6.5IN","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","50.7659","",""
"","","","6776917","","0","200","0","","0","","0.35","0.31","0.31","Scheduled Order","0","","210260299","0","0","0","None","","","0","0","0","0","","false","","0","0","BRAND","","","","Non-Retail","Non-Retail","Store Supplies","Shopping Bags","0","No","PET VALU","0","999999","355142","69116465","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PM REUSABLE BAG ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","11.4286","",""
"","","","6776918","","0","200","5.5","","0","","0.35","0.31","0.31","Scheduled Order","0","","210260299","0","0","7.23","None","","","4","8.35","32.3609","0","","false","","0","0","BRAND","","","","Non-Retail","Non-Retail","Store Supplies","Shopping Bags","0","No","PET VALU","0","999999","355142","69117368","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PV REUSABLE BAG ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","1.24","","","false","","0","0","11.4286","200",""
"","","","1152875","","0","24","0","","64","","2.69","1.4604","1.4604","Scheduled Order","12","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Complete Essentials White Meat Chicken & Vegetable Entree in Gravy Adult Cat Food","0","0","BRAND","","ADULT","GENERAL NUTRITION","Cat","Consumables","Food","Scientific Maintenance","0","No","PURINA PRO PLAN","12","999999","355142","69118592","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PPLN CT SAVOR CHK&VEG GVY 3OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","45.71","",""
"","","","6773775","","0","1","0","","31","","24.99","15","15","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Go Natural! Lavender-Scented Pea Husk Clumping Cat Litter","0","0","BRAND","","","PEA HUSK","Cat","Consumables","Litter","Alternative","0","No","CATIT","1","999999","355142","69119099","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT PEA HUSK LVN LTR 12.3LB","0","0","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","39.976","",""
"","","","6408438","","0","1","0","","29","","24.99","15","15","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0","0","","false","Go Natural! Vanilla-Scented Pea Husk Clumping Cat Litter","0","0","BRAND","","","PEA HUSK","Cat","Consumables","Litter","Alternative","0","No","CATIT","1","999999","355142","69120269","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT PEA HUSK VNLA LTR 12.3LB","0","0","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","39.976","",""
"","","","6657280","","1","1","0","","0","","18.99","9.34","9.34","Scheduled Order","2","Auto","210260299","109","109","0.08","All","LST","REG-1","0","0.04","0.15","218","","false","PlaqueOff Soft Cat Chews","2","0","BRAND","","","DENTAL/BREATH","Cat","Consumables","Solutions","Health & Wellness","0","No","PRODEN","2","999999","355142","69121333","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","9.34","18.99","","2026-08-21","1","PRODEN CT PLQOFF SFT CHW 45CT","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","50.8162","25","25","50.8162","",""
"","","","6777319","","0","1","0","","0","","49.99","32.93","32.93","Scheduled Order","1","Manual","210260299","0","0","0","All","OOS","OPTN","0","0","0","0","","false","Ultimate Safety Black Tether Dog Seatbelt","0","0","BRAND","","","SAFETY RESTRAINTS","Dog","Hardlines","Solutions","Travel","0","No","KONG","1","999999","355142","69121449","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG ULT SFTY TETHER 1EA","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","34.1268","",""
"","","","6777430","","0","1","0","","0","","32.99","22","22","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Travel Deluxe Swivel Tether","0","0","BRAND","","","SAFETY RESTRAINTS","Dog","Hardlines","Solutions","Travel","0","No","KONG","1","999999","355142","69124753","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","KONG DG DLX SWIVEL TETHER 1EA","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","33.3131","",""
"","","","27439","","0","1","0","","0","11.96","89.99","58.89","66.89","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Specialized Urinary Tract Health Chicken & Rice Formula Adult Cat Food","0","0","BRAND","","ADULT","GENERAL NUTRITION","Cat","Consumables","Food","Scientific Maintenance","0","No","PURINA PRO PLAN","2","999999","355142","69126878","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PPLN CT URINARY CHK&R 16LB","0","0","","","","","21 Aug 2026 - "," ","","","0","1","0","0","","","false","","0","0","25.6695","",""
"","","","50205","","0","1","0","","0","","26.99","14.84","14.84","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Tropical Carnival Gourmet Guinea Pig Food","0","0","BRAND","","","PELLETS & EXTRUDED","Specialty","Small Animal","Feeding","Food","0","No","BROWNS","1","999999","355142","69128457","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","BRN TRP CRN GRMT GP FD 5LB","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","45.0167","",""
"","","","6776298","1503458","0","1","0","","0","","89.99","58","58","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0.02","0.0659","0","","false","SSSCAT Automatic Spray Pet Deterrent","0","0","BRAND","","","TRAINING TOOLS","Dog","Hardlines","General Merchandise","Training & Electronics","0","No","PETSAFE","1","999999","355142","69134118","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PSFE DG SSSCAT SPRY DTRNT 1EA","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","35.5484","",""
"","","","G6470","","0","1","0","","0","","19.99","10","10","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Triple Action Fountain Filters","0","0","BRAND","","","FILTERS","Cat","Hardlines","General Merchandise","Feeding","0","No","CATIT","1","999999","355142","69135405","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT 2.0 SOFTENING FILTER 5PK","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.975","",""
"","","","Z9602","","0","1","0","","0","","9.99","5","5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0.18","0.6981","0","","false","Catnip Spray","0","0","BRAND","","","CATNIP & GRASS","Cat","Hardlines","General Merchandise","Toys","0","No","CATIT","1","999999","355142","69135663","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT CATNIP SPRAY 3OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9499","",""
"","","","6658184","","0","1","0","","0","","8.99","4.5","4.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Flower Fountain Triple Action Filter Pads","0","0","BRAND","","","FILTERS","Cat","Hardlines","General Merchandise","Feeding","0","No","CATIT","1","999999","355142","69136507","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT FLWR FTN FLTR 2PK","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9444","",""
"","","","6467891","","0","1","0","","0","","9.99","5.5","5.5","Scheduled Order","1","Manual","210260299","0","0","0.08","All","LST","OPTN","0","0.05","0.1891","0","","false","Catnip Bubbles","0","0","BRAND","","","CATNIP & GRASS","Cat","Hardlines","General Merchandise","Toys","0","No","CATIT","1","999999","355142","69136560","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT CATNIP BUBBLES 5OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","44.9449","",""
"","","","6654670","","0","1","0","","0","","19.99","10","10","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Flower Fountain Triple Action Filter Pads","0","0","BRAND","","","FILTERS","Cat","Hardlines","General Merchandise","Feeding","0","No","CATIT","1","999999","355142","69137243","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT FLWR FTN FLTR PD 6PK","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.975","",""
"","","","6467890","","0","1","0","","0","","8.99","4.5","4.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0.0067","0","","false","Catnip & Silvervine Bag","0","0","BRAND","","","CATNIP & GRASS","Cat","Hardlines","General Merchandise","Toys","0","No","CATIT","1","999999","355142","69138402","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT CATNIP&SIVRNE MIX 1OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9444","",""
"","","","6408443","","0","1","0","","0","","14.99","7.5","7.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","PIXI Fountain Filter Cartridge Pack","0","0","BRAND","","","FILTERS","Cat","Hardlines","General Merchandise","Feeding","0","No","CATIT","1","999999","355142","69138494","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT PIXI FOUNTN FLTR 6PK","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9666","",""
"","","","6467888","","0","1","0","","0","","7.99","4","4","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0.07","0.255","0","","false","Catnip Bag","3","0","BRAND","","","CATNIP & GRASS","Cat","Hardlines","General Merchandise","Toys","0","No","CATIT","1","999999","355142","69138674","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CATIT LOOSE CATNIP 1OZ","0","3","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9374","",""
"","","","90991","","1","1","0.5","","0","","23.99","13.3","13.3","Scheduled Order","2","Auto","210260299","23","23","0.23","All","LST","REG-1","0","0.24","0.9053","47","","false","No Scratch Cat Spray","2","0","BRAND","","","REPELLENTS","Cat","Hardlines","General Merchandise","Training & Electronics","0","No","PET ORGANICS","2","999999","355142","69138908","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","13.3","23.99","","2026-08-21","1","PORG CT NO SCRTCH SPRAY 16OZ","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","44.5602","8","8","44.5602","",""
