"Checkbox","Prebook Description","Special Order Qty","Item No","Substituted Item","Qty","Order Multiple","Average Sales Last 4 Weeks","On Hold","Promotion Lift %","Wholesale Discount %","Retail Price","Net Wholesale Price","Wholesale Price","Order Line Type","DMIN Default","OSTAT New","NAV Order No","Days Until out of Stock","Days in Stock","Average Sales Last 13 Weeks","Allowed Dmin Change","Life Cycle Status","Line Up Status","Sales Last Week","Forecast for Order Period","4 Week Forecast","Days in Stock Order","Special Order No","Un-Scheduled Order","Web Title","Forecast + Safety Stock","Promotional Demand","Label","Pet Size","Life Stage","Product Type","Merchandise Division","Department","Category","Sub-Category","Undelivered","Constrained","Brand","DMIN New","DMAX New","Order Id","Item Id","Store No","Store","Warehouse No","Order Date","Picking Date","Est. Delivery Date","Warehouse","Extended Net Wholesale Price","Extended Retail Price","Transferred Date","Created","Constrained Recommended Qty","Item Description","UnConstrained Qty","Qty On Hand","Weight","Volume","Pallets","Open sales order quantity","Order Period","Order Exceptions","Days until safety stock on hand","Original Item No","Purchase Units","In Promotion","Additional Lead Time","Cost of Sales Last Week","End of order period","Comment","NBO","Gross Margin %","WOSUnconstrained","WOSconstrained","Wholesale Gross Margin %","Order Qty Last Week","Stock Total"
"","","","F7363","","2","1","0.25","","0","","17.99","9.5","9.5","Scheduled Order","2","Auto","210260299","10","10","0.31","All","LST","REG-1","0","0.46","1.5614","31","","false","My Mighty Wolf Turkey Bliss Recipe Dog Treats","3","0","BRAND","","","SOFT & CHEWY","Dog","Consumables","Treats","Reward/Training","0","No","JAY'S","2","999999","355142","62550306","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","19","35.98","","2026-08-21","2","JAYS DG MY MIGHTY WLF TRKY16oz","2","1","","","","","21 Aug 2026 - "," ","","","2","0","0","0","","","false","47.1929","9","9","47.1929","",""
"","","","FF969","","0","1","0","","0","","17.99","9.5","9.5","Scheduled Order","2","Auto","210260299","0","0","0.31","All","LST","REG-1","0","0.06","0.2171","0","","false","My Mighty Wolf Duck Hunter Recipe Dog Treats","3","0","BRAND","","","SOFT & CHEWY","Dog","Consumables","Treats","Reward/Training","0","No","JAY'S","2","999999","355142","62553007","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","JAYS DG MY MIGHTY WLF DUCK16oz","0","3","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","9","9","47.1929","",""
"","","","G5117","","0","1","0","","0","","29.99","17.01","17.01","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0.0096","0","","false","Hemp Seed Oil Supplement","1","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62559410","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","THRIVE HMP SD OIL 500ML","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","43.2811","",""
"","","","G5469","","0","1","0","","0","","39.99","22.75","22.75","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Slippery Elm Digestive Support Supplement","0","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62559840","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","THRIVE SLPRY ELM PWDR 80G","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","43.1108","",""
"","","","G5708","","0","1","0","","0","","39.99","20","20","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0","0","","false","The Everything Mesh Harness Red","-1","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62560765","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN RED 1SM","0","-1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9875","",""
"","","","G5709","","0","1","0","","0","","42.99","21.5","21.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0","0","","false","The Everything Mesh Harness Red","-2","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62561087","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN RED 1MD","0","-2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9884","",""
"","","","G5710","","0","1","0","","0","","39.99","20","20","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0.01","0.0361","0","","false","The Everything Mesh Harness Black","1","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62561507","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN BK 1SM","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9875","",""
"","","","G5711","","0","1","0","","0","","42.99","21.5","21.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0.03","0.1308","0","","false","The Everything Mesh Harness Black","-1","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62562052","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN BK 1MD","0","-1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9884","",""
"","","","G5712","","0","1","0","","0","","44.99","22.5","22.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0.01","0.0321","0","","false","The Everything Mesh Harness Black","0","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62562598","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN BK 1LG","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9889","",""
"","","","G5797","","0","1","0","","0","","44.99","22.5","22.5","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0.0008","0","","false","The Everything Mesh Harness Red","0","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62563053","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN RED 1LG","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9889","",""
"","","","G5798","","0","1","0","","0","","47.99","24","24","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0.0003","0","","false","The Everything Mesh Harness Red","0","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62563378","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN RED 1XL","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9896","",""
"","","","G5799","","0","1","0","","0","","47.99","24","24","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0.01","0.0551","0","","false","The Everything Mesh Harness Black","-1","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62563796","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVERYTHING HRN BK 1XL","0","-1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9896","",""
"","","","IG917","","0","1","0","","0","","11.99","6.17","6.17","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","REG-1","0","0.02","0.0833","0","","false","Cake Mix Peanut Butter Flavoured","0","0","BRAND","","","BAKERY","Dog","Consumables","Treats","Reward/Training","0","No","PUPPY CAKE","2","999999","355142","62568935","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PUP SCOOPS DG CAKE MIX PB 9oz","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","48.5405","",""
"","","","IN958","","1","1","0","","0","","9.99","5","5","Scheduled Order","2","Auto","210260299","365","1825","0","All","LST","REG-1","0","0.01","0.0356","365","","false","Fetch & Glow Ball Medium","2","0","BRAND","","","TOUGH & DURABLE","Dog","Hardlines","General Merchandise","Toys","0","No","SPUNKY PUP","2","999999","355142","62569597","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","5","9.99","","2026-08-21","1","SPNPP FTCH&GLW BALL 1MD","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","49.9499","0","0","49.9499","",""
"","","","IN959","","1","1","0","","0","","12.99","6.5","6.5","Scheduled Order","2","Auto","210260299","365","1825","0","All","LST","REG-1","0","0.01","0.0328","365","","false","Fetch & Glow Ball Large","2","0","BRAND","","","TOUGH & DURABLE","Dog","Hardlines","General Merchandise","Toys","0","No","SPUNKY PUP","2","999999","355142","62570203","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","6.5","12.99","","2026-08-21","1","SPNPP FTCH&GLW BALL 1LG","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","49.9615","0","0","49.9615","",""
"","","","IN960","","0","1","0","","0","","13.99","7","7","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","REG-1","0","0.02","0.063","0","","false","Fetch & Glow Ball Small","2","0","BRAND","","","TOUGH & DURABLE","Dog","Hardlines","General Merchandise","Toys","0","No","SPUNKY PUP","2","999999","355142","62570810","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","SPNPP FTCH&GLW BALL 2PK","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","25","25","49.9643","",""
"","","","IP443","","1","1","0.25","","0","","42.99","23.11","23.11","Scheduled Order","2","Auto","210260299","21","21","0.15","All","LST","REG-1","0","0.2","0.7705","42","","false","Herring Oil Supplement","2","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62571444","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","23.11","42.99","","2026-08-21","1","THRIVE HRNG OIL 1L","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","46.2433","13","13","46.2433","",""
"","","","IP664","","0","1","0","","0","","26.99","15.33","15.33","Scheduled Order","2","Auto","210260299","0","0","0.15","All","LST","REG-1","0","0.12","0.4799","0","","false","Herring Oil Supplement","2","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62572061","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","THRIVE HRNG OIL 500ML","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","13","13","43.2012","",""
"","","","IQ581","","0","1","0","","0","","12.99","6.07","6.07","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","REG-1","0","0.01","0.0195","0","","false","One Spoiled Dog Lives Here Tapestry Placemat","0","0","BRAND","","","FEEDING MATS","Dog","Hardlines","General Merchandise","Feeding","0","No","PETRAGEOUS","2","999999","355142","62572652","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PTRGS DG 1SPOILED PLACEMAT 1EA","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","53.2717","",""
"","","","IS018","","1","1","0","","0","","19.99","11.4","11.4","Scheduled Order","2","Auto","210260299","365","1825","0.08","All","LST","REG-1","0","0.03","0.1243","365","","false","Diatomaceous Earth Supplement","2","0","BRAND","","","REPELLENT & TREATMENT SPRAYS","Dog","Hardlines","Solutions","Flea & Tick","0","No","THRIVE","2","999999","355142","62573249","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","11.4","19.99","","2026-08-21","1","THRIVE DMTACS ERTH 120G","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","42.9715","25","25","42.9715","",""
"","","","IX097","","0","1","0.25","","0","","17.99","9.5","9.5","Scheduled Order","2","Auto","210260299","0","0","0.08","All","LST","REG-1","0","0.03","0.1121","0","","false","My Mighty Wolf Pork Sausage Recipe Dog Treats","2","0","BRAND","","","SOFT & CHEWY","Dog","Consumables","Treats","Reward/Training","0","No","JAY'S","2","999999","355142","62575840","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","JAYS DG MY MIGHTY WLF PRK16oz","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","25","25","47.1929","",""
"","","","IZ970","","1","1","0","","0","","24.99","14.33","14.33","Scheduled Order","2","Auto","210260299","365","1825","0","All","LST","REG-1","0","0","0.0175","365","","false","Dehydrated Pumpkin Dog Supplement","2","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62576424","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","14.33","24.99","","2026-08-21","1","THRIVE PMPKN PWDR 225G","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","42.6571","0","0","42.6571","",""
"","","","J4231","","0","1","0","","0","","21.99","10.78","10.78","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0","0.0011","0","","false","No! Slip Martingale Adjustable Collar Black","1","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62576981","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL 1X17","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","50.9777","",""
"","","","J4234","","0","1","0","","0","","16.99","7.76","7.76","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0","0.0013","0","","false","No! Slip Martingale Adjustable Collar Black","2","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62577499","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL BK 5/8X10","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","54.3261","",""
"","","","J4235","","0","1","0","","0","","18.99","8.74","8.74","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0","0.0009","0","","false","No! Slip Martingale Adjustable Collar Black","1","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62578015","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL BK 3/4X14","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","53.9758","",""
"","","","J5960","","0","1","0","","0","","16.99","7.76","7.76","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0.0003","0","","false","No! Slip Martingale Adjustable Collar Red","1","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62578530","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL RD 5/8X10","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","54.3261","",""
"","","","J5961","","0","1","0","","0","","18.99","8.74","8.74","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0","0.0066","0","","false","No! Slip Martingale Adjustable Collar Red","1","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62579038","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL RD 3/4X14","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","53.9758","",""
"","","","J9205","","0","1","0","","0","","21.99","10.78","10.78","Scheduled Order","1","Auto","210260299","0","0","0","All","LST","REG-1","0","0.02","0.0556","0","","false","No! Slip Martingale Adjustable Collar Red","1","0","BRAND","","","TRAINING","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","COASTAL PET PRODUCTS","1","999999","355142","62579556","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CPP DG NO SP MRT COL RD 1X17","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","50.9777","",""
"","","","S101747","","0","1","0","","0","","0.01","0.22","0.22","Scheduled Order","1","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","","0","0","BRAND","","","","Non-Retail","Non-Retail","Store Supplies","Merchandising Tools","0","No","BOSCO AND ROXY'S","1","999999","355142","62583921","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","BOSC BAKERY BOX","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","-2100","",""
"","","","X3387","","0","1","1","","0","","12.99","5.98","5.98","Scheduled Order","2","Auto","210260299","0","0","0.62","All","LST","REG-1","0","0.29","1.1143","0","","false","Beef Liver & Blueberry Dog Treats","7","0","BRAND","","","FREEZE DRIED","Dog","Consumables","Treats","Reward/Training","0","No","BENNY BULLY'S","2","999999","355142","62590617","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","B BUL DG LIVER PLUS BBRY2.1OZ","0","7","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","11","11","53.9646","",""
"","","","X4615","","0","1","0.25","","0","","31.99","16.8","16.8","Scheduled Order","2","Manual","210260299","0","0","0.08","All","LST","REG-1","0","0.07","0.2725","0","","false","Tirebiter II with Rope Dog Toy Assorted Colours","1","0","BRAND","","","ROPE, TUG & TOSS","Dog","Hardlines","General Merchandise","Toys","0","No","MAMMOTH","2","999999","355142","62594620","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","MMTH TIREBITER 2 W ROPE 1LG","1","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","12","0","47.4836","",""
"","","","X4617","","0","1","0.25","","0","","21.99","10.85","10.85","Scheduled Order","2","Auto","210260299","0","0","0.15","All","LST","REG-1","0","0.05","0.2037","0","","false","Tirebiter II with Rope Dog Toy Assorted Colours","2","0","BRAND","","","ROPE, TUG & TOSS","Dog","Hardlines","General Merchandise","Toys","0","No","MAMMOTH","2","999999","355142","62595209","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","MMTH TIREBITER 2 W ROPE 1MD","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","13","13","50.6594","2",""
"","","","X4619","","1","1","0","","0","","11.99","5.6","5.6","Scheduled Order","2","Auto","210260299","46","46","0.15","All","LST","REG-1","0","0.14","0.5412","93","","false","Tirebiter II with Rope Dog Toy Assorted Colours","2","0","BRAND","","","ROPE, TUG & TOSS","Dog","Hardlines","General Merchandise","Toys","0","No","MAMMOTH","2","999999","355142","62595797","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","5.6","11.99","","2026-08-21","1","MMTH TIREBITER 2 W ROPE 1SM","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","53.2944","13","13","53.2944","",""
"","","","X5354","","0","1","0","","0","","45.99","26.22","26.22","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0.0034","0","","false","Bovine Colostrum Immune Support Supplement","1","0","BRAND","","","IMMUNITY","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62596358","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","THRVIE BOVINE COLOSTRM 60G","0","1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","42.9876","",""
"","","","X5374","","0","1","0.25","","0","","39.99","22.71","22.71","Scheduled Order","2","Auto","210260299","0","0","0.15","All","LST","REG-1","0","0.09","0.3646","0","","false","Pro-gut Probiotics Fusion Supplement","2","0","BRAND","","","DIGESTIVE HEALTH","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62596865","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","THRIVE PROGUT 150G","0","2","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","13","13","43.2108","",""
"","","","X8091","","0","1","0","","0","","12.99","5.98","5.98","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","OPTN","0","0","0","0","","false","Beef Liver & Coconut Dog Treats","4","0","BRAND","","","FREEZE DRIED","Dog","Consumables","Treats","Reward/Training","0","No","BENNY BULLY'S","2","999999","355142","62604373","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","B BUL DG LIVER PLUS CCNUT2.1OZ","0","4","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","53.9646","",""
"","","","X8514","","0","1","0","","0","","37.99","19","19","Scheduled Order","1","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0.0114","0","","false","The Everything Water-Resistant Harness Camo","0","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62605489","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVRYTHNG HRN GRN CMO 1SM","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9868","",""
"","","","X8516","","0","1","0","","0","","42.99","21.5","21.5","Scheduled Order","1","Manual","210260299","0","0","0","All","ROS","OPTN","0","0.01","0.0568","0","","false","The Everything Water-Resistant Harness Camo","-1","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62606562","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVRYTHNG HRN GRN CMO 1LG","0","-1","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9884","",""
"","","","X8517","","0","1","0","","0","","44.99","22.5","22.5","Scheduled Order","1","Manual","210260299","0","0","0","All","ROS","OPTN","0","0","0.0138","0","","false","The Everything Water-Resistant Harness Camo","0","0","BRAND","","","HARNESSES","Dog","Hardlines","General Merchandise","Collars & Leashes","0","No","CANADA POOCH","1","999999","355142","62607098","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","CP DG EVRYTHNG HRN GRN CMO 1XL","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","49.9889","",""
"","","","X9398","","0","1","0","","0","","11.99","6.17","6.17","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0.0054","0","","false","Cake Mix Pumpkin Flavoured","0","0","BRAND","","","BAKERY","Dog","Consumables","Treats","Reward/Training","0","No","PUPPY CAKE","2","999999","355142","62609302","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","PUP SCOOPS DG CAKE MIX PMP 9oz","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","48.5405","",""
"","","","Y4636","","1","1","0","","0","","39.99","22.71","22.71","Scheduled Order","2","Auto","210260299","365","1825","0","All","LST","REG-1","0","0.01","0.0374","365","","false","Fortify Fusion Supplement","2","0","BRAND","","","DIETARY SUPPLEMENT","Dog","Consumables","Solutions","Health & Wellness","0","No","THRIVE","2","999999","355142","62628126","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","22.71","39.99","","2026-08-21","1","THRIVE GLD LINE FORTIFY 150G","1","1","","","","","21 Aug 2026 - "," ","","","1","0","0","0","","","false","43.2108","0","0","43.2108","",""
"","","","Y5419","","0","1","0","","0","","14.99","8.95","8.95","Scheduled Order","2","Manual","210260299","0","0","0","All","LST","REG-1","0","0","0","0","","false","Hip + Joint Support Chews Small Dog Supplements","0","0","BRAND","","","HIP & JOINT","Dog","Consumables","Solutions","Health & Wellness","0","No","TRUE LEAF","2","999999","355142","62629387","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TRU LF HP&JNT CHW 3OZ","0","0","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","0","0","40.2935","",""
"","","","Y5430","","0","1","0.5","","0","","24.99","15.55","15.55","Scheduled Order","2","Auto","210260299","0","0","0.23","All","LST","REG-1","0","0.05","0.1825","0","","false","Calming Support Chews Medium Dog Supplements","3","0","BRAND","","","STRESS & ANXIETY RELIEF","Dog","Consumables","Solutions","Health & Wellness","0","No","TRUE LEAF","2","999999","355142","62629919","2356","LAMBTON MALL SARNIA","W-ON1","2026-08-21","2026-08-24","2026-08-25","GTA Warehouse","0","0","","2026-08-21","0","TRU LF CLMNG CHW 7OZ","0","3","","","","","21 Aug 2026 - "," ","","","0","0","0","0","","","false","","13","13","37.7751","",""
